state,business_id,latitude,name,postal_code,longitude,num_nearby_rest
AZ,-MuatiMmslPOvk9kOMyjkA,Charleston's,85255.0,33.6391956,-111.9245314,58
AZ,nrqN45BQyxDjXy2q3VdolA,Pizza Mart,85203.0,33.4150202,-111.8026717,28
AZ,UO2wvlS6Uyg9T_aPvPoIOA,Buddys Pizza Plus,85295.0,33.3074647,-111.7585505,22
AZ,_dfqxi1krqXmVHoGkfPnXg,Hibachi Grill Super Buffet,85210.0,33.3939895,-111.856604,57
AZ,l_B0JtF2UraFqhDpp5go0Q,Corner Bakery Cafe,85281.0,33.4283455538,-111.940301929,176
AZ,5idlmsT1O86_ywGJtqot5w,Baja Fresh Mexican Grill,85281.0,33.4221754,-111.9453653,188
AZ,x3XQJ3f-UPR24jQ591R-Fw,Maximillians Coyote Cafe,85016.0,33.5061569,-112.0310506,92
AZ,ajQQsRF1efdIKCscNw0jEg,Papa Kenos,85143.0,33.1373225085,-111.539259556,3
AZ,yP8jTCU6L9T1ZseLvcskYg,Even Stevens Sandwiches,85018.0,33.495285,-111.995708,63
AZ,Tp07u-0AOFRfQhtNpAXaQA,NYPD Pizza,85016.0,33.507455,-112.040131,77
AZ,PC_bg7yJTuRQbR5K8W5S5Q,Original #1 Brothers Pizza,85381.0,33.5974417,-112.2191979,20
AZ,GsM861AEBcL7CNGl5ds-lQ,Pita Wraps,85374.0,33.6392743067,-112.387127951,30
AZ,LBAkHJJfCoDj9aa5sc0Mxw,Steak 'n Shake,85821.0,33.4233513147,-111.93974673,187
AZ,n6GEL5PDQ3ZvZ5HtxIhGFA,La Pizzetta,85255.0,33.6277476644,-111.855904849,4
AZ,F7vD6BGJQ3nDdzlHTd_FIQ,Famous Wok,85226.0,33.2818900413,-111.973614134,9
AZ,muefnimyq_3KIdEouJFvrA,Sir Veza's Taco Garage,85226.0,33.3003812482,-111.898431815,66
AZ,8YL_Cm7lYGLfPvp5sseyrQ,The Grand Blue,85260.0,33.582229,-111.9232574,96
AZ,e6d50rwRTU-fONeSBJmOHQ,Clever Koi,85234.0,33.356623887,-111.790853094,39
AZ,rXyGm2Kdyi2H1QDOgQUDsQ,Wendy's,85268.0,33.5693006,-111.7094497,12
AZ,sYDc1TENwCKLHvprBa5rLw,China Jade,85260.0,33.6194903,-111.8963147,70
AZ,Y92gs-2nwUuioEdtkrOfdw,Ramiro's Mexican Food,85037.0,33.4947065,-112.2919195,22
AZ,9HG09ZNqzrEUz-ipSTRkKA,Filiberto's Mexican Food,85015.0,33.5097522,-112.1089076,16
AZ,fIcHJP6iJH15vIzV6JUROQ,Pita Jungle,85260.0,33.6211397477,-111.875753841,19
AZ,w34pLtetsY3TkkPJQdLOVg,Rosa Blanca Cafe,85234.0,33.3513299,-111.7555114,12
AZ,AwcBjh66yGOnao4SUHCW9g,Kimmyz on Greenway Rock & Roll Bar & Grill,85306.0,33.626198,-112.186913,9
AZ,ysaGG0hm7-ug-IuRd-8_ew,#1 Fried Rice,85353.0,33.4505886,-112.2602982,11
AZ,DGaW-qWZc2aHYinHdAT7lQ,Red Robin Gourmet Burgers,85250.0,33.5387944,-111.8887521,17
AZ,AcFmtQtWdV8NJuAORmBYiQ,BRKFST,85251.0,33.500169,-111.919817,246
AZ,vCWLpirqpVxc0qbSZSmniQ,Church's Chicken,85381.0,33.5959144,-112.2181054,20
AZ,KSh2Vr-nvAsbZqtKibtWSQ,Pizza Patron,85201.0,33.4220234,-111.8402676,35
AZ,v2p2jQ-FAse_FQI0LSh1pg,Pink Spot,85073.0,33.480158,-112.076505,72
AZ,wemlXDzXyS28HMJaVaxVhg,Papa John's Pizza,85033.0,33.507622,-112.2382851,4
AZ,WHrSxyaYLs1nI9lK9wwhzA,Manhattan Pizzeria and Subshop,85014.0,33.5139355,-112.0652187,70
AZ,aIvvMGWW-Yy3zPZlnXL6Uw,Barro's Pizza,85306.0,33.613044,-112.1853687,22
AZ,hrooCfjOz1_fItNVbCiYPg,Panda Express,85215.0,33.4520905,-111.682954,15
AZ,AOWP-Th_u8C3qLfOlaC0ng,Johnny Rockets,85282.0,33.383524,-111.963741,38
AZ,XhdshlTyqiLVMpCYt4H2QQ,Salads N Such,85210.0,33.3939286,-111.8413777,30
AZ,D3dAx-QW_uuClz4MambeHA,La Grande Orange Grocery,85018.0,33.5023126257,-111.995752167,43
AZ,NSmTvGgirPJ4mJ9jzNW-eA,My Arepa,85210.0,33.377252,-111.8596861,19
AZ,sZq-qUvoLgYxlDmIcxYWDg,Burger Theory,85008.0,33.4654851036,-111.986718187,19
AZ,L6hkMaZ1tAPF4sW1WmdQLQ,Subway,85034.0,33.436794,-112.0493144,12
AZ,KVwV03I-APnUlAWmnz__gw,SpiceHut,85249.0,33.246678,-111.8245001,0
AZ,iGvnkEz2efD9q-Z7ZcasWQ,Papa John's Pizza,85016.0,33.4954365,-112.0197856,25
AZ,zNGYsFeG_7XEBodbtfux5Q,Khyber Halal,85016.0,33.4942209,-112.0304976,33
AZ,UwZUPI7VAQAZZ0Gv0LV8nw,Café Allegro,85050.0,33.6674573,-111.9786707,8
AZ,vU8-ATy2-MASm-bQXdhRaw,Pei Wei,85283.0,33.3613427,-111.9103497,20
AZ,3nEtb-rn9yW0ocC90geMKg,Stacy's Smoke Dem Bones Pit Stop BBQ,85016.0,33.494997,-112.045639,16
AZ,Vq36oaAd0wljJtRj8cgU3w,O Bar & Grill,85016.0,33.4962047,-112.0212354,31
AZ,_DyxQ_qmz2EN6RvPIvEV6A,Magana's Tacos,85296.0,33.3204367,-111.7741953,1
AZ,BD-OOJ8PXSpYTgTHHhXt3g,"First Watch - Breakfast, Brunch & Lunch",85310.0,33.7142692865,-112.140365696,11
AZ,Os1NdWfFCpz9FWa4gDOLRw,Oregano's Pizza Bistro,85209.0,33.3833139794,-111.683902804,65
AZ,AAxn6jh7zzMk99TMyWgGkQ,Andrews BBQ,85202.0,33.3930855,-111.8767174,28
AZ,0OvM4_xU5cJYCo0bsbVEQw,Carl's Jr.,85338.0,33.3602393,-112.4053046,0
AZ,YvNhofi7Buz3s8fPD_YK4A,Yoshinoya,85338.0,33.450327,-112.342703,41
AZ,VRTF9PAHgczBeOfuiUkBRw,The Desert Oasis,85256.0,33.5094473,-111.8811177,3
AZ,UN2MzY7bZUF29gvEcp3oYg,El Patron,85027.0,33.671044,-112.117985,29
AZ,bT8rUptbdDGVwdTIMYz8Ow,TGI Friday's,85073.0,33.586891,-112.11578,32
AZ,6eUJ3BbrP7tsEKwYhMI4_Q,Yunan Wok,85032.0,33.6410451,-112.0192408,31
AZ,ctzH0uqGz6q_o2nuCrAUvA,Sushi J,85251.0,33.4991459,-111.9180814,206
AZ,ak7P6vD79QpdiFyfUDO14A,Souper Salad Restaurant,85308.0,33.6399491,-112.2197718,72
AZ,Pfi812k1E6TMnC1NRzH3Pg,Orange Sky,85256.0,33.540285939,-111.869441464,9
AZ,JNKb9LgYVwWGW3-Mm6o31g,Cravin' Donuts,85205.0,33.4160455,-111.6863577,30
AZ,-6h3K1hj0d4DRcZNUtHDuw,Brio Tuscan Grille,85254.0,33.6254092922,-111.925127616,68
AZ,_DiGwfdiH913E4LURwb2qg,New India Bazaar,85006.0,33.4760486,-112.0654671,58
AZ,VOzk2CKZMG5JeXSTZvIhYA,Torres Mexican Food,85282.0,33.3928326,-111.9429893,28
AZ,0Oskle2GkyYMseuJ3TDwRA,Tilt Studio,85282.0,33.3831467418,-111.964725293,35
AZ,UKUiJtXl0kXIUgK5tjReIA,Petes Fish & Chips,85353.0,33.4500657,-112.2603422,12
AZ,XpnkPS-56dYTdjwC8RRLuw,Panera Bread,85284.0,33.3188308,-111.9702287,80
AZ,_f5YHEXgDBBOBbRSKx33YA,Cock Diesel Country Rock Bar and Grill,85382.0,33.628251,-112.238064,36
AZ,obGvwicYna9IlcLUk4zE8w,Dominos Pizza,85248.0,33.359306,-111.8590661,32
AZ,hGuyBaY7HUHCzeSzZMBPYw,Wendy's,85215.0,33.4527977669,-111.683567762,15
AZ,A3QOTEpt6hRd4Ta5qFpwqg,Villa Italian Kitchen,85048.0,33.2873575607,-111.973530325,9
AZ,6Rrlg6hnM0ir7ijhKG2ybA,5 & Diner,85282.0,33.3839522302,-111.961828843,38
AZ,_uMRu3765QYo0Qg1z1LKqw,Blaze Fast-Fire'd Pizza,85281.0,33.421644,-111.9414948,202
AZ,J0rx5BsejdRTXU8UB-MJSA,Cafe Roma,85004.0,33.4526031,-112.0691194,275
AZ,8C4R3FLXERdrMtiD5YdLYA,Popeyes Louisiana Kitchen,85053.0,33.6257121,-112.1318891,16
AZ,TG2QAcrevOmXDuCQQFlGew,Daniels Original Mexican Food,85374.0,33.6370725422,-112.357001934,62
AZ,3hXDRfZR-Hwx3QKaEqa-Lg,Onyx Bar & Lounge,85262.0,33.732049,-111.850103,11
AZ,HKt_BDQJmQTc6WhU-3hyaA,Little Tokyo,85308.0,33.642205,-112.2253174,79
AZ,mX1qFqKSPn1d9AqDPMF8kA,Zad Al Khair,85308.0,33.6402194,-112.181727,39
AZ,BEOuTVv5vjbHMrMMXI5pig,Abe's of Scottsdale Deli Restaurant,85253.0,33.577653,-111.927532,95
AZ,XRtelzecxvhGtG4h7Xdxsw,Mercado Y Carniceria Sepulved A,85023.0,33.6400512,-112.0974932,21
AZ,c_leO_TPDOruu7BivaOisg,Osaka Japanese Steakhouse,85297.0,33.2803705027,-111.788741177,53
AZ,9IIhExGT0f6x26hTjyBbrw,Veggie Village,85020.0,33.5527294,-112.0547215,21
AZ,es3Fq9KNp6Ry994x4T4ZYg,AZTECA Bakeries & Restaurant,85007.0,33.454073,-112.082889,116
AZ,c79drEBxcX3LsiK6AFgGew,Castillon Family Mexican Restaurant,85032.0,33.6413010557,-112.006681077,22
AZ,j6HrPOSwCo499xbCfP1R0w,Picnic Company Restaurants,85281.0,33.4214954,-111.9156226,97
AZ,HYAI_4AZ88t1lXadrCsZgg,Dairy Queen,85204.0,33.393116,-111.819208,5
AZ,NihPkBRdA1AixuE_98tIrg,Port of Subs,85012.0,33.4943244,-112.0654164,31
AZ,Ch0Y0E-QHxFOgcU-GDeNzg,Subway,85255.0,33.6722338,-111.9055883,18
AZ,ySkrz264l39YRcZ2-48C1g,Chipotle Mexican Grill,85033.0,33.4796884,-112.2200425,31
AZ,1bxJcRAF-2wDY-QbiTCqPQ,Mariscos Vuelve a La Vida,85006.0,33.4596905,-112.0462108,22
AZ,utIA0LyQmwP-9DRyxUe6qQ,Snooze An AM Eatery,85016.0,33.5082039543,-112.037033048,106
AZ,SuwhEmo9wE4Tis4i3Sg4Kw,Starbucks,85050.0,33.676354,-111.9736513,55
AZ,scoJNOqcw2peNlO31UYTaA,Pizza People Food Truck,85004.0,33.4588800976,-112.067981958,132
AZ,zUgDrRtGvK5ZTFlHCsTHwA,VinciTorio's,85284.0,33.3479886,-111.9097043,19
AZ,JdSF_NucmJZcl1eNlNXZ0Q,Dora's Kitchen,85034.0,33.4233649,-112.047217,1
AZ,Nz9Tk-YjE6RHQBOExYbNng,Nielsen's Frozen Custard,85204.0,33.393819,-111.790032,16
AZ,sYx7UnIj_iP3QwqJoVq-Pg,Euro Grill,85024.0,33.655825,-112.062315,12
AZ,ExPSmEKh_Kc2-klrRWZbZQ,Deno's Pizza,85374.0,33.6538166,-112.372603,16
AZ,dYf4P9QHLX6V9djsPUnP_g,Campbell Mercantile Cafe,85383.0,33.6963062,-112.25507,0
AZ,wU0xpxKJ0lf7Z28BitkUTA,Wingstop,85226.0,33.3048456,-111.9433178,29
AZ,tBQOZv_wWXsdzWql09A74Q,KFC,85207.0,33.4154,-111.684,35
AZ,fBtegqjUf8PxjlbxGZxPNg,La Mirage,85053.0,33.6397206,-112.1185603,24
AZ,MJjTgjRZJLnU0VHF1TeMGQ,Los Cerritos,85018.0,33.4948365,-111.9950266,63
AZ,MBY8OO1ccxgB0Co6vQ35Ig,Freshbox Grayhawk,85255.0,33.6763979403,-111.923134946,7
AZ,xed6AtBRqx0BpeHLOiEzBg,X-Tapa Joe's,85255.0,33.6990679,-111.917683,27
AZ,l4pAkHCVUKAcDvo-iNSbYA,Ahipoki Bowl,85257.0,33.4791995,-111.9257845,54
AZ,yTTEhnUOirRjGjxkObQTVw,Odelay Bagel,85044.0,33.3377046576,-111.994778342,3
AZ,v-jYkzOY3W8jgLWm7JhJgA,Rice Garden,85224.0,33.306407,-111.875936,25
AZ,K-iF9G-Fbbzpk7E2LXwrMg,Pete's Fish & Chips,85201.0,33.419736,-111.833566,49
AZ,nJGYRnhd-yKZqjQqlFck0Q,Piece Out Pizza,85202.0,33.3779787,-111.8723342,25
AZ,_FXa_6j-6UDsxWo-KX7WvQ,New Mexican Grill,85295.0,33.2937678,-111.7736197,2
AZ,cZgN81lyVLT-Lc-Tm0Jf2g,Mr. Pizza,85213.0,33.4226881,-111.7729466,12
AZ,MFvJC0IiJwRcRCEXwlWUfg,Tavern Americana,85255.0,33.670534,-111.906124,17
AZ,jRaFTzmmZjYOky0XygFNCA,Ironwood American Kitchen,85255.0,33.645051008,-111.917414037,30
AZ,oX7lSVsg4j7-SrSZVGWVnA,Babbo Italian Eatery,85308.0,33.6705707,-112.2005755,21
AZ,9-KJZHOncSPnCcnvxF5QCw,Heroes Pub & Grub,85308.0,33.6547999735,-112.187961635,27
AZ,K_ngcfNoxGFIG1bnqQdMWw,Noh,85258.0,33.5666361,-111.9186835,32
AZ,hNsRj2nXuALlJS4Op-8MmA,Garage Wine and Tap,85014.0,33.524075,-112.0484109,24
AZ,M3imbOYGTvZTJzeJVvexPg,Franagan's Cafe,85207.0,33.4145877,-111.6769616,32
AZ,yJLxYFLB0W94yvDsVL2sbg,Jack-In-the Box,85251.0,33.4952631,-111.9079693,12
AZ,fVJszMsossyPFYEgw1dQ0Q,Wendy's,85053.0,33.625721,-112.133185,16
AZ,HJFKqzhV4n4ZWepneOzFhQ,Draw 10 Bar & Grill,85034.0,33.4461356,-111.9638818,9
AZ,DWx1UgbHLHU-2Ko02klhZg,Hideaway West Bar & Grill,85051.0,33.5536187,-112.1369191,18
AZ,bsauQzwixetBDjA7SqUlVA,Crackers & Co Cafe,85210.0,33.3840839,-111.8436964,34
AZ,DQDeGKxYVOwwaqN6Jh2HZw,Papa John's Pizza,85032.0,33.6123128188,-111.994454331,7
AZ,cCea-GiV5RPFCDAKy0D8tg,Blooming Beets Kitchen,85226.0,33.3175009253,-111.963865659,49
AZ,GzK0oXjFHmjyJDMIEJCFKg,Sassy's Cafe & Bakery,85213.0,33.4151547,-111.7722893,20
AZ,Q9is4jcGh5FT_1sAKilu6g,Jewel's Bakery & Cafe,85018.0,33.4801566146,-111.993708911,54
AZ,-J-d5x84RuyLNiUzOhO_6A,Dairy Queen,85018.0,33.480592,-111.992013,58
AZ,4gXdyihRiytmXEAfqLNMBw,Babbo Italian Eatery,85374.0,33.638481,-112.41271,10
AZ,9y1uLUHxZ3m_4KzydQj9YQ,Wingstop,85018.0,33.4797947633,-111.994190819,53
AZ,-yWvniZVC6TjhnnptXRVrA,C3 Kitchen,85260.0,33.6236476738,-111.923890337,66
AZ,fO4Bow3egoHP6GigQ2WQ2Q,Domino's Pizza,85392.0,33.4414221343,-112.337805899,18
AZ,Ty656Z9AEJFwUdEeu02FuA,Walt's BBQ,85392.0,33.467119,-112.3392713,43
AZ,NRb1eKJWHYnwzZ3eWEWOkg,Suns Buffet,85286.0,33.220295,-111.867508,8
AZ,gThMTLhcvKbkvM-Xr_5boQ,Burger King,85323.0,33.4922507486,-112.290735207,23
AZ,z5F22tePXRvbOQd0O4tgww,Iceberg Drive Inn,85295.0,33.307799,-111.754905,26
AZ,VJVEDDJKccmrW1fhJCWmsQ,Taqueria La Hacienda,85004.0,33.4368319,-112.0705202,30
AZ,_WtxQbDK7B-ExGdeG-2j6Q,Rokerij,85016.0,33.5303818,-112.0470752,34
AZ,PzItDWhnWrViLmAXQuMASQ,Island Loco,85034.0,33.4455124268,-112.082277046,124
AZ,Ja4stXdNYr39u5CZHMNtjw,Cien Agaves Tacos & Tequila,85251.0,33.4943986,-111.9253409,292
AZ,4Oq-eDBdcm1pR4tO9cQQiQ,Ono Hawaiian BBQ,85345.0,33.5820794,-112.2059504,13
AZ,IBYExgJ6jURNJOk_5uSrKg,Wok Box,85260.0,33.6302281,-111.8878353,50
AZ,FyKefsWq62xeXpje0Flcig,New York's Best Italian Bistro,85260.0,33.613425,-111.923871,37
AZ,UXlEtuFrMu4YZKH9M2DRIw,Rubio's,85204.0,33.383778781,-111.802896069,50
AZ,mVihMz8zC-MdRPEgnMso2A,Windy City Cafe,85260.0,33.620562099,-111.896327958,79
AZ,eznFPTK8qoFLfDr_FZhBpg,Shanghai Express,85017.0,33.4809208,-112.1307323,12
AZ,TulmRC5V0--dnXYd_GOSvA,Golden Gate Chinese Restaurant,85202.0,33.3785543,-111.891315,5
AZ,2FfZUyA82YhQCjWNiqDCzQ,Lenny's Burger Shop,85012.0,33.4797818,-112.0732757,79
AZ,Z0ukPkDOC7GqgS8xAMuI6Q,5 R Cha Thai Go,85281.0,33.4217152,-111.9507285,72
AZ,kCwVs1j1wfTAnzdQCM--qQ,Cafe 99,85345.0,33.5837549,-112.2720793,6
AZ,tX_ii6gqT6WS12H_JV1zRA,Whiskey River BBQ & Brew,85374.0,33.639353,-112.390488,29
AZ,uTlDVK8-7VwpLhHnCRTCLg,New Bamboo,85022.0,33.6080928,-112.0663045,21
AZ,mGqCYUVnRnrR54Bs8uIysQ,TGI Friday's,85286.0,33.2807109,-111.790341,53
AZ,80iCyJfD8tipNYj34FYLxw,Burger King,85248.0,33.246189,-111.840569,33
AZ,smBsHggLvIuABgntBvlYLw,Babbo Italian Eatery,85209.0,33.3948766,-111.6001938,4
AZ,PM9_-eotWntTW7tLBCsScw,Souper Salad,85202.0,33.3919247,-111.8625414,63
AZ,ZfPcpbZssIMrYBSg9jXNdw,Vito's Pizza & Italian Ristorante,85259.0,33.587042,-111.83469,25
AZ,oqEFEEKsESYuCjhDzrCuEg,Great American Grill,85012.0,33.4807,-112.072288,83
AZ,BzSUN-lL1SBsE0bKnk2ldg,"Tony's Bagel, Pizza & Deli",85023.0,33.6403418,-112.1106724,23
AZ,JlMYSLiLnpWiihmzZkQS-w,Olive Garden Italian Restaurant,85035.0,33.4775658,-112.2211792,33
AZ,O9gFYCf_BU56KhLByawYWg,Pizza Patrõn,85008.0,33.4667272971,-112.004490931,16
AZ,6aDfalYZOkWzwtVRA2wYaA,Z-Grill,85008.0,33.466978,-111.9959254,16
AZ,tk4XxZwUZvMJaRNo6vsqGA,Betillos Mexican Food,85226.0,33.3045804,-111.9470082,27
AZ,3awTUGMdUVrwEBkFFOxn9Q,Mancuso's Restaurant,85004.0,33.4474123,-112.0706117,224
AZ,j1fqqRf2Aa6H-igmGJ4eUw,Gangnam BBQ,85202.0,33.3901772,-111.8643194,57
AZ,K6h0y_nilh7kTeXmG_Q0pw,Caramba Mexican Food,85308.0,33.6523515797,-112.235603207,26
AZ,yNBVOKSZN_AIjSJdhF_rqA,Garbanzo Mediterranean Grill,85032.0,33.5992760512,-111.98354803,77
AZ,Ocq3pio5JGNKEGqzjAhkbQ,Joey's of Chicago,85379.0,33.6089132,-112.3590953,21
AZ,8yAVuMwtijEosdjiCrtyXQ,Fired Pie,85224.0,33.3202869,-111.8905049,17
AZ,l1104J5-U2nGGcuiG5xadQ,Two Hippies Groovy Beach House,85032.0,33.623899,-112.031235,10
AZ,G9r4WJwmrNbt75kF3Fnxtw,The Egg I Am,85258.0,33.5737303,-111.8627827,10
AZ,bLhg6X_z6x1oqH5R08kBJg,KFC,85225.0,33.315,-111.841,32
AZ,fRRgBZGxQ-BeAlJTS4JaWw,Chen & Wok,85053.0,33.6102143,-112.1328126,13
AZ,kUTusjnUPVZUgUJc2GuWuA,The Melting Pot,85258.0,33.5567426608,-111.899145542,18
AZ,XcDdBiRTD1XEJPTJ2Uphjw,McDonalds,85037.0,33.4798832908,-112.256656252,9
AZ,P0k48-YlKuxskB7ys2Ir0A,Rice To You,85035.0,33.4659907,-112.1696037,21
AZ,TvAmV2vB4oTsNwGjjM6y3g,Taco Bell,85035.0,33.46898,-112.22115,23
AZ,eTt2dhbn-s2hXAelg93yPQ,75th Thai Taste Restaurant,85035.0,33.468226,-112.221156,21
AZ,N3a59jUQWg-BgrO3udd-zg,Warsaw Village World Foods,85037.0,33.4947065,-112.2919195,22
AZ,007FFjmDHkT9cLE6O4Cqxg,Arizona Room Patio Grill,85256.0,33.4543305,-111.8856396,3
AZ,SOOSUg-ugRI8dRQ96r5Fxw,El Ranchero Mexican Grill,85226.0,33.3060858,-111.9662377,11
AZ,Hliq9wrI1BcR-xcG_C9_Qg,Texas Roadhouse,85035.0,33.4673054,-112.2211163,16
AZ,w_w2b_GRcy_R-bGWXZwKdQ,Brisam's,85331.0,33.7709852,-111.9793656,5
AZ,5dpsHDNSH5QA4cLV0YAKZQ,International House of Pancakes,85258.0,33.5756568604,-111.886414769,71
AZ,Hy0jGDoUwcudX2IbDGWWEA,Royal Thai Grill,85201.0,33.45106,-111.8381507,5
AZ,DoI3NfJa1XzcIybBi4AxdA,Burger King,85345.0,33.580375,-112.2554362,10
AZ,2d-bG9IumvPOIwfr9Q4MKQ,Panda Express,85208.0,33.3770023,-111.6376332,15
AZ,K6Heu5P1WVSrBDzXRrVKyg,Panera Bread,85226.0,33.300762,-111.898298,66
AZ,3ZNKTN4QC5Evf7JYFhWvww,Rawhide At Wild Horse Pass,85226.0,33.2723181,-111.9749045,5
AZ,UDucqwO8PwUOwcmUsJ-gOA,Asadero Norte De Sonora,85034.0,33.4500392,-112.0479137,12
AZ,5d8oCuD4TlaDjBGMnDD0HQ,Potbelly Sandwich Shop,85016.0,33.5087140813,-112.035941005,104
AZ,eZhrK4eAn47tNEDXwFr8OA,Burger Factory,85013.0,33.4880502,-112.0836272,55
AZ,OZqAZkjhV_nyHsbnKaD1WQ,Christo's Ristorante,85014.0,33.529845,-112.064704,28
AZ,gTp2D6nicDdWjKJH8EI-sA,Souper Salad,85016.0,33.5082758,-112.0372054,104
AZ,VWR1zQYVyHAFRcF1acKczA,Cucina di Vita,85201.0,33.4154803,-111.8356623,49
AZ,BUVgOVIeyipLxHdoDtBIoA,Rivas Mexican Food,85282.0,33.3928411,-111.9423618,28
AZ,w-zZEx0WWguQApPmFN7PYQ,Potbelly Sandwich Shop,85029.0,33.5814885937,-112.126652689,67
AZ,pl0KAXaQbYN6B2CV_Y3vnw,Slice of Sicily,85018.0,33.4957183,-112.0009841,41
AZ,YWjfWHizWgHSsAPGfQChXw,Sonic Drive-In,85040.0,33.3787187,-111.979667,10
AZ,nZZaLSXkCBYRri9ZfVOgyw,Casa Filipina Bakeshop & Restaurant,85053.0,33.6092740857,-112.13508278,13
AZ,sw59mtmBEKv5Wgn-wn3cEw,Taco Bell,85298.0,33.2345769895,-111.722687633,11
AZ,LWWT__tpo7TzQRDQliApaQ,Fat Willy's,85209.0,33.3743387,-111.6670451,2
AZ,qjcxNsGEcFn8Eh4IPjURoQ,Domino's Pizza,85016.0,33.4807004,-112.028413,24
AZ,-YUq9cyBDncEIDf5aUEGhw,Hole 'n One,85375.0,33.6550266,-112.3534643,9
AZ,W7Dt3b6H_pMIHfxn49Pkzg,Buffalo Wild Wings,85085.0,33.715095,-112.113732,34
AZ,TAFRSKLcv56376KyBXr2BA,Greek Patio,85073.0,33.637793,-112.068404,52
AZ,iOUcvayK5jkO7hAE6qOzlg,Irma's Mexican Food,85353.0,33.4500941,-112.2609892,12
AZ,ITc7sL3YYxHoQYoPNNH_GA,Piccolo Family Italian Ice,85258.0,33.5734457,-111.8623938,8
AZ,RnxOmwWVsJC87ztJPrHsig,Red Wok Express,85035.0,33.471981,-112.22132,38
AZ,Lz6QUlFkVKtnzSISk0WUPw,Angry Crab Shack,85210.0,33.3649270885,-111.860568544,25
AZ,xAl2BxNhlimcXZZQzdNRzw,MOD Pizza,85254.0,33.5854125004,-111.925028558,96
AZ,nOpytM8qazjVf2Gu0bqWmg,Josephine's Italian Restaurant,85212.0,33.364446,-111.669196,3
